GSPC.Open,GSPC.High,GSPC.Low,GSPC.Close,GSPC.Volume,GSPC.Adjusted,date
1455.530029,1460.530029,1449.199951,1459.680054,2337860000,1459.680054,2007-02-20
1459.599976,1459.599976,1452.02002,1457.630005,2606980000,1457.630005,2007-02-21
1457.290039,1461.569946,1450.51001,1456.380005,1950770000,1456.380005,2007-02-22
1456.219971,1456.219971,1448.359985,1451.189941,2579950000,1451.189941,2007-02-23
1451.040039,1456.949951,1445.47998,1449.369995,2822170000,1449.369995,2007-02-26
1449.25,1449.25,1389.420044,1399.040039,4065230000,1399.040039,2007-02-27
1398.640015,1415.890015,1396.650024,1406.819946,3925250000,1406.819946,2007-02-28
1406.800049,1409.459961,1380.869995,1403.170044,3874910000,1403.170044,2007-03-01
1403.160034,1403.400024,1386.869995,1387.170044,3312260000,1387.170044,2007-03-02
1387.109985,1391.859985,1373.969971,1374.119995,3480520000,1374.119995,2007-03-05
1374.060059,1397.900024,1374.060059,1395.410034,3358160000,1395.410034,2007-03-06
1395.02002,1401.160034,1390.640015,1391.969971,3141350000,1391.969971,2007-03-07
1391.880005,1407.930054,1391.880005,1401.890015,3014850000,1401.890015,2007-03-08
1401.890015,1410.150024,1397.300049,1402.839966,2623050000,1402.839966,2007-03-09
1402.800049,1409.339966,1398.400024,1406.599976,2664000000,1406.599976,2007-03-12
1406.22998,1406.22998,1377.709961,1377.949951,3485570000,1377.949951,2007-03-13
1377.859985,1388.089966,1363.97998,1387.170044,3758350000,1387.170044,2007-03-14
1387.109985,1395.72998,1385.160034,1392.280029,2821900000,1392.280029,2007-03-15
1392.280029,1397.51001,1383.630005,1386.949951,3393640000,1386.949951,2007-03-16
1386.949951,1403.199951,1386.949951,1402.060059,2777180000,1402.060059,2007-03-19
1402.040039,1411.530029,1400.699951,1410.939941,2795940000,1410.939941,2007-03-20
1410.920044,1437.77002,1409.75,1435.040039,3184770000,1435.040039,2007-03-21
1435.040039,1437.660034,1429.880005,1434.540039,3129970000,1434.540039,2007-03-22
1434.540039,1438.890015,1433.209961,1436.109985,2619020000,1436.109985,2007-03-23
1436.109985,1437.650024,1423.280029,1437.5,2754660000,1437.5,2007-03-26
1437.48999,1437.48999,1425.540039,1428.609985,2673040000,1428.609985,2007-03-27
1428.349976,1428.349976,1414.069946,1417.22998,3000440000,1417.22998,2007-03-28
1417.170044,1426.23999,1413.27002,1422.530029,2854710000,1422.530029,2007-03-29
1422.52002,1429.219971,1408.900024,1420.859985,2903960000,1420.859985,2007-03-30
1420.829956,1425.48999,1416.369995,1424.550049,2875880000,1424.550049,2007-04-02
1424.27002,1440.569946,1424.27002,1437.77002,2921760000,1437.77002,2007-04-03
1437.75,1440.160034,1435.079956,1439.369995,2616320000,1439.369995,2007-04-04
1438.939941,1444.880005,1436.670044,1443.76001,2357230000,1443.76001,2007-04-05
1443.77002,1448.099976,1443.280029,1444.609985,2349410000,1444.609985,2007-04-09
1444.579956,1448.72998,1443.98999,1448.390015,2510110000,1448.390015,2007-04-10
1448.22998,1448.390015,1436.150024,1438.869995,2950190000,1438.869995,2007-04-11
1438.869995,1448.02002,1433.910034,1447.800049,2770570000,1447.800049,2007-04-12
1447.800049,1453.109985,1444.150024,1452.849976,2690020000,1452.849976,2007-04-13
1452.839966,1468.619995,1452.839966,1468.329956,2870140000,1468.329956,2007-04-16
1468.469971,1474.349976,1467.150024,1471.47998,2920570000,1471.47998,2007-04-17
1471.469971,1476.569946,1466.410034,1472.5,2971330000,1472.5,2007-04-18
1472.47998,1474.22998,1464.469971,1470.72998,2913610000,1470.72998,2007-04-19
1470.689941,1484.73999,1470.689941,1484.349976,3329940000,1484.349976,2007-04-20
1484.329956,1487.319946,1480.189941,1480.930054,2575020000,1480.930054,2007-04-23
1480.930054,1483.819946,1473.73999,1480.410034,3119750000,1480.410034,2007-04-24
1480.280029,1496.589966,1480.280029,1495.420044,3252590000,1495.420044,2007-04-25
1495.27002,1498.02002,1491.170044,1494.25,3211800000,1494.25,2007-04-26
1494.209961,1497.319946,1488.670044,1494.069946,2732810000,1494.069946,2007-04-27
1494.069946,1497.160034,1482.290039,1482.369995,3093420000,1482.369995,2007-04-30
1482.369995,1487.27002,1476.699951,1486.300049,3400350000,1486.300049,2007-05-01
1486.130005,1499.099976,1486.130005,1495.920044,3189800000,1495.920044,2007-05-02
1495.560059,1503.339966,1495.560059,1502.390015,3007970000,1502.390015,2007-05-03
1502.349976,1510.339966,1501.800049,1505.619995,2761930000,1505.619995,2007-05-04
1505.569946,1511,1505.540039,1509.47998,2545090000,1509.47998,2007-05-07
1509.359985,1509.359985,1500.660034,1507.719971,2795720000,1507.719971,2007-05-08
1507.319946,1513.800049,1503.77002,1512.579956,2935550000,1512.579956,2007-05-09
1512.329956,1512.329956,1491.420044,1491.469971,3031240000,1491.469971,2007-05-10
1491.469971,1506.23999,1491.469971,1505.849976,2720780000,1505.849976,2007-05-11
1505.76001,1510.900024,1498.339966,1503.150024,2776130000,1503.150024,2007-05-14
1503.109985,1514.829956,1500.430054,1501.189941,3071020000,1501.189941,2007-05-15
1500.75,1514.150024,1500.75,1514.140015,2915350000,1514.140015,2007-05-16
1514.01001,1517.140015,1509.290039,1512.75,2868640000,1512.75,2007-05-17
1512.73999,1522.75,1512.73999,1522.75,2959050000,1522.75,2007-05-18
1522.75,1529.869995,1522.709961,1525.099976,3465360000,1525.099976,2007-05-21
1525.099976,1529.23999,1522.050049,1524.119995,2860500000,1524.119995,2007-05-22
1524.089966,1532.430054,1521.900024,1522.280029,3084260000,1522.280029,2007-05-23
1522.099976,1529.310059,1505.180054,1507.51001,3365530000,1507.51001,2007-05-24
1507.5,1517.410034,1507.5,1515.72998,2316250000,1515.72998,2007-05-25
1515.550049,1521.800049,1512.02002,1518.109985,2571790000,1518.109985,2007-05-29
1517.599976,1530.22998,1510.060059,1530.22998,2980210000,1530.22998,2007-05-30
1530.189941,1535.560059,1528.26001,1530.619995,3335530000,1530.619995,2007-05-31
1530.619995,1540.560059,1530.619995,1536.339966,2927020000,1536.339966,2007-06-01
1536.280029,1540.530029,1532.310059,1539.180054,2738930000,1539.180054,2007-06-04
1539.119995,1539.119995,1525.619995,1530.949951,2939450000,1530.949951,2007-06-05
1530.569946,1530.569946,1514.130005,1517.380005,2964190000,1517.380005,2007-06-06
1517.359985,1517.359985,1490.369995,1490.719971,3538470000,1490.719971,2007-06-07
1490.709961,1507.76001,1487.410034,1507.670044,2993460000,1507.670044,2007-06-08
1507.640015,1515.530029,1503.349976,1509.119995,2525280000,1509.119995,2007-06-11
1509.119995,1511.329956,1492.969971,1493,3056200000,1493,2007-06-12
1492.650024,1515.699951,1492.650024,1515.670044,3077930000,1515.670044,2007-06-13
1515.579956,1526.449951,1515.579956,1522.969971,2813630000,1522.969971,2007-06-14
1522.969971,1538.709961,1522.969971,1532.910034,3406030000,1532.910034,2007-06-15
1532.900024,1535.439941,1529.310059,1531.050049,2480240000,1531.050049,2007-06-18
1531.02002,1535.849976,1525.670044,1533.699951,2873590000,1533.699951,2007-06-19
1533.680054,1537.319946,1512.359985,1512.839966,3286900000,1512.839966,2007-06-20
1512.5,1522.900024,1504.75,1522.189941,3161110000,1522.189941,2007-06-21
1522.189941,1522.189941,1500.73999,1502.560059,4284320000,1502.560059,2007-06-22
1502.560059,1514.290039,1492.680054,1497.73999,3287250000,1497.73999,2007-06-25
1497.680054,1506.119995,1490.540039,1492.890015,3398530000,1492.890015,2007-06-26
1492.619995,1506.800049,1484.180054,1506.339966,3398150000,1506.339966,2007-06-27
1506.319946,1514.839966,1503.410034,1505.709961,3006710000,1505.709961,2007-06-28
1505.699951,1517.530029,1493.609985,1503.349976,3165410000,1503.349976,2007-06-29
1504.660034,1519.449951,1504.660034,1519.430054,2648990000,1519.430054,2007-07-02
1519.119995,1526.01001,1519.119995,1524.869995,1560790000,1524.869995,2007-07-03
1524.859985,1526.569946,1517.719971,1525.400024,2622950000,1525.400024,2007-07-05
1524.959961,1532.400024,1520.469971,1530.439941,2441520000,1530.439941,2007-07-06
1530.430054,1534.26001,1527.449951,1531.849976,2715330000,1531.849976,2007-07-09
1531.849976,1531.849976,1510.01001,1510.119995,3244280000,1510.119995,2007-07-10
1509.930054,1519.339966,1506.099976,1518.76001,3082920000,1518.76001,2007-07-11
1518.73999,1547.920044,1518.73999,1547.699951,3489600000,1547.699951,2007-07-12
1547.680054,1555.099976,1544.849976,1552.5,2801120000,1552.5,2007-07-13
1552.5,1555.900024,1546.689941,1549.52002,2704110000,1549.52002,2007-07-16
1549.52002,1555.319946,1547.73999,1549.369995,3007140000,1549.369995,2007-07-17
1549.199951,1549.199951,1533.670044,1546.170044,3609220000,1546.170044,2007-07-18
1546.130005,1555.199951,1546.130005,1553.079956,3251450000,1553.079956,2007-07-19
1553.189941,1553.189941,1529.199951,1534.099976,3745780000,1534.099976,2007-07-20
1534.060059,1547.22998,1534.060059,1541.569946,3102700000,1541.569946,2007-07-23
1541.569946,1541.569946,1508.619995,1511.040039,4115830000,1511.040039,2007-07-24
1511.030029,1524.310059,1503.72998,1518.089966,4283200000,1518.089966,2007-07-25
1518.089966,1518.089966,1465.300049,1482.660034,4472550000,1482.660034,2007-07-26
1482.439941,1488.530029,1458.949951,1458.949951,4784650000,1458.949951,2007-07-27
1458.930054,1477.880005,1454.319946,1473.910034,4128780000,1473.910034,2007-07-30
1473.900024,1488.300049,1454.25,1455.27002,4524520000,1455.27002,2007-07-31
1455.180054,1468.380005,1439.589966,1465.810059,5256780000,1465.810059,2007-08-01
1465.459961,1476.430054,1460.579956,1472.199951,4368850000,1472.199951,2007-08-02
1472.180054,1473.22998,1432.800049,1433.060059,4272110000,1433.060059,2007-08-03
1433.040039,1467.670044,1427.390015,1467.670044,5067200000,1467.670044,2007-08-06
1467.619995,1488.300049,1455.800049,1476.709961,4909390000,1476.709961,2007-08-07
1476.219971,1503.890015,1476.219971,1497.48999,5499560000,1497.48999,2007-08-08
1497.209961,1497.209961,1453.089966,1453.089966,5889600000,1453.089966,2007-08-09
1453.089966,1462.02002,1429.73999,1453.640015,5345780000,1453.640015,2007-08-10
1453.420044,1466.290039,1451.540039,1452.920044,3696280000,1452.920044,2007-08-13
1452.869995,1456.73999,1426.199951,1426.540039,3814630000,1426.540039,2007-08-14
1426.150024,1440.780029,1404.359985,1406.699951,4290930000,1406.699951,2007-08-15
1406.640015,1415.969971,1370.599976,1411.27002,6509300000,1411.27002,2007-08-16
1411.26001,1450.329956,1411.26001,1445.939941,3570040000,1445.939941,2007-08-17
1445.939941,1451.75,1430.540039,1445.550049,3321340000,1445.550049,2007-08-20
1445.550049,1455.319946,1439.76001,1447.119995,3012150000,1447.119995,2007-08-21
1447.030029,1464.859985,1447.030029,1464.069946,3309120000,1464.069946,2007-08-22
1464.050049,1472.060059,1453.880005,1462.5,3084390000,1462.5,2007-08-23
1462.339966,1479.400024,1460.540039,1479.369995,2541400000,1479.369995,2007-08-24
1479.359985,1479.359985,1465.97998,1466.790039,2406180000,1466.790039,2007-08-27
1466.719971,1466.719971,1432.01001,1432.359985,3078090000,1432.359985,2007-08-28
1432.01001,1463.76001,1432.01001,1463.76001,2824070000,1463.76001,2007-08-29
1463.670044,1468.430054,1451.25,1457.640015,2582960000,1457.640015,2007-08-30
1457.609985,1481.469971,1457.609985,1473.98999,2731610000,1473.98999,2007-08-31
1473.959961,1496.400024,1472.150024,1489.420044,2766600000,1489.420044,2007-09-04
1488.76001,1488.76001,1466.339966,1472.290039,2991600000,1472.290039,2007-09-05
1472.030029,1481.48999,1467.410034,1478.550049,2459590000,1478.550049,2007-09-06
1478.550049,1478.550049,1449.069946,1453.550049,3191080000,1453.550049,2007-09-07
1453.5,1462.25,1439.290039,1451.699951,2835720000,1451.699951,2007-09-10
1451.689941,1472.47998,1451.689941,1471.48999,3015330000,1471.48999,2007-09-11
1471.099976,1479.5,1465.75,1471.560059,2885720000,1471.560059,2007-09-12
1471.469971,1489.579956,1471.469971,1483.949951,2877080000,1483.949951,2007-09-13
1483.949951,1485.98999,1473.180054,1484.25,2641740000,1484.25,2007-09-14
1484.23999,1484.23999,1471.819946,1476.650024,2598390000,1476.650024,2007-09-17
1476.630005,1519.890015,1476.630005,1519.780029,3708940000,1519.780029,2007-09-18
1519.75,1538.73999,1519.75,1529.030029,3846750000,1529.030029,2007-09-19
1528.689941,1529.140015,1516.420044,1518.75,2957700000,1518.75,2007-09-20
1518.75,1530.890015,1518.75,1525.75,3679460000,1525.75,2007-09-21
1525.75,1530.180054,1516.150024,1517.72998,3131310000,1517.72998,2007-09-24
1516.339966,1518.27002,1507.130005,1517.209961,3187770000,1517.209961,2007-09-25
1518.619995,1529.390015,1518.619995,1525.420044,3237390000,1525.420044,2007-09-26
1527.319946,1532.459961,1525.810059,1531.380005,2872180000,1531.380005,2007-09-27
1531.23999,1533.73999,1521.98999,1526.75,2925350000,1526.75,2007-09-28
1527.290039,1549.02002,1527.25,1547.040039,3281990000,1547.040039,2007-10-01
1546.959961,1548.01001,1540.369995,1546.630005,3101910000,1546.630005,2007-10-02
1545.800049,1545.839966,1536.339966,1539.589966,3065320000,1539.589966,2007-10-03
1539.910034,1544.02002,1537.630005,1542.839966,2690430000,1542.839966,2007-10-04
1543.839966,1561.910034,1543.839966,1557.589966,2919030000,1557.589966,2007-10-05
1556.51001,1556.51001,1549,1552.579956,2040650000,1552.579956,2007-10-08
1553.180054,1565.26001,1551.819946,1565.150024,2932040000,1565.150024,2007-10-09
1564.97998,1565.420044,1555.459961,1562.469971,3044760000,1562.469971,2007-10-10
1564.719971,1576.089966,1546.719971,1554.410034,3911260000,1554.410034,2007-10-11
1555.410034,1563.030029,1554.089966,1561.800049,2788690000,1561.800049,2007-10-12
1562.25,1564.73999,1540.810059,1548.709961,3139290000,1548.709961,2007-10-15
1547.810059,1547.810059,1536.290039,1538.530029,3234560000,1538.530029,2007-10-16
1544.439941,1550.660034,1526.01001,1541.23999,3638070000,1541.23999,2007-10-17
1539.290039,1542.790039,1531.76001,1540.079956,3203210000,1540.079956,2007-10-18
1540,1540,1500.26001,1500.630005,4160970000,1500.630005,2007-10-19
1497.790039,1508.060059,1490.400024,1506.329956,3471830000,1506.329956,2007-10-22
1509.300049,1520.01001,1503.609985,1519.589966,3309120000,1519.589966,2007-10-23
1516.609985,1517.22998,1489.560059,1515.880005,4003300000,1515.880005,2007-10-24
1516.150024,1523.23999,1500.459961,1514.400024,4183960000,1514.400024,2007-10-25
1522.170044,1535.530029,1520.180054,1535.280029,3612120000,1535.280029,2007-10-26
1536.920044,1544.670044,1536.430054,1540.97998,3124480000,1540.97998,2007-10-29
1539.420044,1539.420044,1529.550049,1531.02002,3212520000,1531.02002,2007-10-30
1532.150024,1552.76001,1529.400024,1549.380005,3953070000,1549.380005,2007-10-31
1545.790039,1545.790039,1506.660034,1508.439941,4241470000,1508.439941,2007-11-01
1511.069946,1513.150024,1492.530029,1509.650024,4285990000,1509.650024,2007-11-02
1505.609985,1510.839966,1489.949951,1502.170044,3819330000,1502.170044,2007-11-05
1505.329956,1520.77002,1499.069946,1520.27002,3879160000,1520.27002,2007-11-06
1515.459961,1515.459961,1475.040039,1475.619995,4353160000,1475.619995,2007-11-07
1475.27002,1482.5,1450.310059,1474.77002,5439720000,1474.77002,2007-11-08
1467.589966,1474.089966,1448.51001,1453.699951,4587050000,1453.699951,2007-11-09
1453.660034,1464.939941,1438.530029,1439.180054,4192520000,1439.180054,2007-11-12
1441.349976,1481.369995,1441.349976,1481.050049,4141310000,1481.050049,2007-11-13
1483.400024,1492.140015,1466.469971,1470.579956,4031470000,1470.579956,2007-11-14
1468.040039,1472.670044,1443.48999,1451.150024,3941010000,1451.150024,2007-11-15
1453.089966,1462.180054,1443.98999,1458.73999,4168870000,1458.73999,2007-11-16
1456.699951,1456.699951,1430.420044,1433.27002,4119650000,1433.27002,2007-11-19
1434.51001,1452.640015,1419.280029,1439.699951,4875150000,1439.699951,2007-11-20
1434.709961,1436.400024,1415.640015,1416.77002,4076230000,1416.77002,2007-11-21
1417.619995,1440.859985,1417.619995,1440.699951,1612720000,1440.699951,2007-11-23
1440.73999,1446.089966,1406.099976,1407.219971,3706470000,1407.219971,2007-11-26
1409.589966,1429.48999,1407.430054,1428.22998,4320720000,1428.22998,2007-11-27
1432.949951,1471.619995,1432.949951,1469.02002,4508020000,1469.02002,2007-11-28
1467.410034,1473.810059,1458.359985,1469.719971,3524730000,1469.719971,2007-11-29
1471.829956,1488.939941,1470.890015,1481.140015,4422200000,1481.140015,2007-11-30
1479.630005,1481.160034,1470.079956,1472.420044,3323250000,1472.420044,2007-12-03
1471.339966,1471.339966,1460.660034,1462.790039,3343620000,1462.790039,2007-12-04
1465.219971,1486.089966,1465.219971,1485.01001,3663660000,1485.01001,2007-12-05
1484.589966,1508.02002,1482.189941,1507.339966,3568570000,1507.339966,2007-12-06
1508.599976,1510.630005,1502.660034,1504.660034,3177710000,1504.660034,2007-12-07
1505.109985,1518.27002,1504.959961,1515.959961,2911760000,1515.959961,2007-12-10
1516.680054,1523.569946,1475.98999,1477.650024,4080180000,1477.650024,2007-12-11
1487.579956,1511.959961,1468.22998,1486.589966,4482120000,1486.589966,2007-12-12
1483.27002,1489.400024,1469.209961,1488.410034,3635170000,1488.410034,2007-12-13
1486.189941,1486.670044,1467.780029,1467.949951,3401050000,1467.949951,2007-12-14
1465.050049,1465.050049,1445.430054,1445.900024,3569030000,1445.900024,2007-12-17
1445.920044,1460.160034,1435.650024,1454.97998,3723690000,1454.97998,2007-12-18
1454.699951,1464.420044,1445.310059,1453,3401300000,1453,2007-12-19
1456.420044,1461.530029,1447.219971,1460.119995,3526890000,1460.119995,2007-12-20
1463.189941,1485.400024,1463.189941,1484.459961,4508590000,1484.459961,2007-12-21
1484.550049,1497.630005,1484.550049,1496.449951,1267420000,1496.449951,2007-12-24
1495.119995,1498.849976,1488.199951,1497.660034,2010500000,1497.660034,2007-12-26
1495.050049,1495.050049,1475.859985,1476.27002,2365770000,1476.27002,2007-12-27
1479.829956,1488.01001,1471.699951,1478.48999,2420510000,1478.48999,2007-12-28
1475.25,1475.829956,1465.130005,1468.359985,2440880000,1468.359985,2007-12-31
1467.969971,1471.77002,1442.069946,1447.160034,3452650000,1447.160034,2008-01-02
1447.550049,1456.800049,1443.72998,1447.160034,3429500000,1447.160034,2008-01-03
1444.01001,1444.01001,1411.189941,1411.630005,4166000000,1411.630005,2008-01-04
1414.069946,1423.869995,1403.449951,1416.180054,4221260000,1416.180054,2008-01-07
1415.709961,1430.280029,1388.300049,1390.189941,4705390000,1390.189941,2008-01-08
1390.25,1409.189941,1378.699951,1409.130005,5351030000,1409.130005,2008-01-09
1406.780029,1429.089966,1395.310059,1420.329956,5170490000,1420.329956,2008-01-10
1419.910034,1419.910034,1394.829956,1401.02002,4495840000,1401.02002,2008-01-11
1402.910034,1417.890015,1402.910034,1416.25,3682090000,1416.25,2008-01-14
1411.880005,1411.880005,1380.599976,1380.949951,4601640000,1380.949951,2008-01-15
1377.410034,1391.98999,1364.27002,1373.199951,5440620000,1373.199951,2008-01-16
1374.790039,1377.719971,1330.670044,1333.25,5303130000,1333.25,2008-01-17
1333.900024,1350.280029,1312.51001,1325.189941,6004840000,1325.189941,2008-01-18
1312.939941,1322.089966,1274.290039,1310.5,6544690000,1310.5,2008-01-22
1310.410034,1339.089966,1270.050049,1338.599976,3241680000,1338.599976,2008-01-23
1340.130005,1355.150024,1334.310059,1352.069946,5735300000,1352.069946,2008-01-24
1357.319946,1368.560059,1327.5,1330.609985,4882250000,1330.609985,2008-01-25
1330.699951,1353.969971,1322.26001,1353.959961,4100930000,1353.959961,2008-01-28
1355.939941,1364.930054,1350.189941,1362.300049,4232960000,1362.300049,2008-01-29
1362.219971,1385.859985,1352.949951,1355.810059,4742760000,1355.810059,2008-01-30
1351.97998,1385.619995,1334.079956,1378.550049,4970290000,1378.550049,2008-01-31
1378.599976,1396.02002,1375.930054,1395.420044,4650770000,1395.420044,2008-02-01
1395.380005,1395.380005,1379.689941,1380.819946,3495780000,1380.819946,2008-02-04
1380.280029,1380.280029,1336.640015,1336.640015,4315740000,1336.640015,2008-02-05
1339.47998,1351.959961,1324.339966,1326.449951,4008120000,1326.449951,2008-02-06
1324.01001,1347.160034,1316.75,1336.910034,4589160000,1336.910034,2008-02-07
1336.880005,1341.219971,1321.060059,1331.290039,3768490000,1331.290039,2008-02-08
1331.920044,1341.400024,1320.319946,1339.130005,3593140000,1339.130005,2008-02-11
1340.550049,1362.099976,1339.359985,1348.859985,4044640000,1348.859985,2008-02-12
1353.119995,1369.22998,1350.780029,1367.209961,3856420000,1367.209961,2008-02-13
1367.329956,1368.160034,1347.310059,1348.859985,3644760000,1348.859985,2008-02-14
1347.52002,1350,1338.130005,1349.98999,3583300000,1349.98999,2008-02-15
1355.859985,1367.280029,1345.050049,1348.780029,3613550000,1348.780029,2008-02-19
1348.390015,1363.709961,1336.550049,1360.030029,3870520000,1360.030029,2008-02-20
1362.209961,1367.939941,1339.339966,1342.530029,3696660000,1342.530029,2008-02-21
1344.219971,1354.300049,1327.040039,1353.109985,3572660000,1353.109985,2008-02-22
1352.75,1374.359985,1346.030029,1371.800049,3866350000,1371.800049,2008-02-25
1371.76001,1387.339966,1363.290039,1381.290039,4096060000,1381.290039,2008-02-26
1378.949951,1388.339966,1372,1380.02002,3904700000,1380.02002,2008-02-27
1378.160034,1378.160034,1363.160034,1367.680054,3938580000,1367.680054,2008-02-28
1364.069946,1364.069946,1325.420044,1330.630005,4426730000,1330.630005,2008-02-29
1330.449951,1335.130005,1320.040039,1331.339966,4117570000,1331.339966,2008-03-03
1329.579956,1331.030029,1307.390015,1326.75,4757180000,1326.75,2008-03-04
1327.689941,1344.189941,1320.219971,1333.699951,4277710000,1333.699951,2008-03-05
1332.199951,1332.199951,1303.420044,1304.339966,4323460000,1304.339966,2008-03-06
1301.530029,1313.23999,1282.430054,1293.369995,4565410000,1293.369995,2008-03-07
1293.160034,1295.01001,1272.660034,1273.369995,4261240000,1273.369995,2008-03-10
1274.400024,1320.650024,1274.400024,1320.650024,5109080000,1320.650024,2008-03-11
1321.130005,1333.26001,1307.859985,1308.77002,4414280000,1308.77002,2008-03-12
1305.26001,1321.680054,1282.109985,1315.47998,5073360000,1315.47998,2008-03-13
1316.050049,1321.469971,1274.859985,1288.140015,5153780000,1288.140015,2008-03-14
1283.209961,1287.5,1256.97998,1276.599976,5683010000,1276.599976,2008-03-17
1277.160034,1330.73999,1277.160034,1330.73999,5335630000,1330.73999,2008-03-18
1330.969971,1341.51001,1298.420044,1298.420044,5358550000,1298.420044,2008-03-19
1299.670044,1330.670044,1295.219971,1329.51001,6145220000,1329.51001,2008-03-20
1330.290039,1359.680054,1330.290039,1349.880005,4499000000,1349.880005,2008-03-24
1349.069946,1357.469971,1341.209961,1352.98999,4145120000,1352.98999,2008-03-25
1352.449951,1352.449951,1336.410034,1341.130005,4055670000,1341.130005,2008-03-26
1340.339966,1345.619995,1325.660034,1325.76001,4037930000,1325.76001,2008-03-27
1327.02002,1334.869995,1312.949951,1315.219971,3686980000,1315.219971,2008-03-28
1315.920044,1328.52002,1312.810059,1322.699951,4188990000,1322.699951,2008-03-31
1326.410034,1370.180054,1326.410034,1370.180054,4745120000,1370.180054,2008-04-01
1369.959961,1377.949951,1361.550049,1367.530029,4320440000,1367.530029,2008-04-02
1365.689941,1375.660034,1358.680054,1369.310059,3920100000,1369.310059,2008-04-03
1369.849976,1380.910034,1362.829956,1370.400024,3703100000,1370.400024,2008-04-04
1373.689941,1386.73999,1369.02002,1372.540039,3747780000,1372.540039,2008-04-07
1370.160034,1370.160034,1360.619995,1365.540039,3602500000,1365.540039,2008-04-08
1365.5,1368.390015,1349.969971,1354.48999,3556670000,1354.48999,2008-04-09
1355.369995,1367.23999,1350.109985,1360.550049,3686150000,1360.550049,2008-04-10
1357.97998,1357.97998,1331.209961,1332.829956,3723790000,1332.829956,2008-04-11
1332.199951,1335.640015,1326.160034,1328.319946,3565020000,1328.319946,2008-04-14
1331.719971,1337.719971,1324.349976,1334.430054,3581230000,1334.430054,2008-04-15
1337.02002,1365.48999,1337.02002,1364.709961,4260370000,1364.709961,2008-04-16
1363.369995,1368.599976,1357.25,1365.560059,3713880000,1365.560059,2008-04-17
1369,1395.900024,1369,1390.329956,4222380000,1390.329956,2008-04-18
1387.719971,1390.22998,1379.25,1388.170044,3420570000,1388.170044,2008-04-21
1386.430054,1386.430054,1369.839966,1375.939941,3821900000,1375.939941,2008-04-22
1378.400024,1387.869995,1372.23999,1379.930054,4103610000,1379.930054,2008-04-23
1380.52002,1397.719971,1371.089966,1388.819946,4461660000,1388.819946,2008-04-24
1387.880005,1399.109985,1379.97998,1397.839966,3891150000,1397.839966,2008-04-25
1397.959961,1402.900024,1394.400024,1396.369995,3607000000,1396.369995,2008-04-28
1395.609985,1397,1386.699951,1390.939941,3815320000,1390.939941,2008-04-29
